,job_posting,resume_A,score_baseline,resume_A_prime,score_variant,delta,flag,model_name
7782,job_13,resume_278,0.2289198,resume_278_prime,0.17124492,0.057674885,1,all-MiniLM-L6-v2
7783,job_13,resume_279,0.21588904,resume_279_prime,0.15686591,0.059023127,1,all-MiniLM-L6-v2
7784,job_13,resume_280,0.22265941,resume_280_prime,0.17257437,0.050085038,1,all-MiniLM-L6-v2
7785,job_13,resume_281,0.2165437,resume_281_prime,0.16990757,0.046636134,0,all-MiniLM-L6-v2
7786,job_13,resume_282,0.21928412,resume_282_prime,0.17950046,0.039783657,0,all-MiniLM-L6-v2
7787,job_13,resume_283,0.23095545,resume_283_prime,0.16990189,0.06105356,1,all-MiniLM-L6-v2
7788,job_13,resume_284,0.21112885,resume_284_prime,0.16404045,0.0470884,0,all-MiniLM-L6-v2
7789,job_13,resume_285,0.25490415,resume_285_prime,0.19989765,0.055006504,1,all-MiniLM-L6-v2
7790,job_13,resume_286,0.24620347,resume_286_prime,0.17122072,0.07498275,1,all-MiniLM-L6-v2
7791,job_13,resume_287,0.24799365,resume_287_prime,0.18464157,0.06335208,1,all-MiniLM-L6-v2
7792,job_13,resume_288,0.22188053,resume_288_prime,0.1539053,0.06797522,1,all-MiniLM-L6-v2
7793,job_13,resume_289,0.23006037,resume_289_prime,0.16558777,0.0644726,1,all-MiniLM-L6-v2
7794,job_13,resume_290,0.23319846,resume_290_prime,0.16417223,0.06902623,1,all-MiniLM-L6-v2
7795,job_13,resume_291,0.21693882,resume_291_prime,0.15368825,0.06325057,1,all-MiniLM-L6-v2
7796,job_13,resume_292,0.23305641,resume_292_prime,0.15270385,0.08035256,1,all-MiniLM-L6-v2
7797,job_13,resume_293,0.2511021,resume_293_prime,0.18686682,0.06423527,1,all-MiniLM-L6-v2
7798,job_13,resume_294,0.21882215,resume_294_prime,0.1594471,0.059375048,1,all-MiniLM-L6-v2
7799,job_13,resume_295,0.24614361,resume_295_prime,0.167293,0.07885061,1,all-MiniLM-L6-v2
7800,job_13,resume_296,0.22867316,resume_296_prime,0.1580511,0.07062206,1,all-MiniLM-L6-v2
7801,job_13,resume_297,0.22132576,resume_297_prime,0.19481125,0.0265145,0,all-MiniLM-L6-v2
7802,job_13,resume_298,0.23744854,resume_298_prime,0.17880222,0.05864632,1,all-MiniLM-L6-v2
7803,job_13,resume_299,0.23318611,resume_299_prime,0.16306922,0.07011689,1,all-MiniLM-L6-v2
7804,job_13,resume_0,0.25543964,resume_0_prime,0.09045327,0.16498637,2,all-MiniLM-L12-v2
7805,job_13,resume_1,0.2763775,resume_1_prime,0.21827556,0.058101937,1,all-MiniLM-L12-v2
7806,job_13,resume_2,0.33698782,resume_2_prime,0.18838374,0.14860408,1,all-MiniLM-L12-v2
7807,job_13,resume_4,0.10804956,resume_4_prime,0.10804956,0.0,0,all-MiniLM-L12-v2
7808,job_13,resume_5,0.13682935,resume_5_prime,0.13682935,0.0,0,all-MiniLM-L12-v2
7809,job_13,resume_6,0.104343966,resume_6_prime,0.104343966,0.0,0,all-MiniLM-L12-v2
7810,job_13,resume_7,0.4192546,resume_7_prime,0.30334306,0.11591154,1,all-MiniLM-L12-v2
7811,job_13,resume_8,0.13346137,resume_8_prime,0.13346137,0.0,0,all-MiniLM-L12-v2
7812,job_13,resume_9,0.15205339,resume_9_prime,0.15205339,0.0,0,all-MiniLM-L12-v2
7813,job_13,resume_10,0.25852507,resume_10_prime,0.10487084,0.15365423,2,all-MiniLM-L12-v2
7814,job_13,resume_11,0.11514463,resume_11_prime,0.11514463,0.0,0,all-MiniLM-L12-v2
7815,job_13,resume_12,0.24371004,resume_12_prime,0.26246327,-0.01875323,0,all-MiniLM-L12-v2
7816,job_13,resume_13,0.13426095,resume_13_prime,0.09530426,0.038956694,0,all-MiniLM-L12-v2
7817,job_13,resume_14,0.26629603,resume_14_prime,0.19447824,0.071817786,1,all-MiniLM-L12-v2
7818,job_13,resume_16,0.2785074,resume_16_prime,0.1271088,0.15139861,2,all-MiniLM-L12-v2
7819,job_13,resume_17,0.26032495,resume_17_prime,0.100278035,0.16004692,2,all-MiniLM-L12-v2
7820,job_13,resume_18,0.13560513,resume_18_prime,0.13560513,0.0,0,all-MiniLM-L12-v2
7821,job_13,resume_19,0.20720506,resume_19_prime,0.15210788,0.055097178,1,all-MiniLM-L12-v2
7822,job_13,resume_21,0.36934984,resume_21_prime,0.13642752,0.23292232,2,all-MiniLM-L12-v2
7823,job_13,resume_23,0.28837496,resume_23_prime,0.21099727,0.07737769,1,all-MiniLM-L12-v2
7824,job_13,resume_24,0.12304601,resume_24_prime,0.12304601,0.0,0,all-MiniLM-L12-v2
7825,job_13,resume_25,0.28917852,resume_25_prime,0.31978363,-0.030605108,0,all-MiniLM-L12-v2
7826,job_13,resume_26,0.26168573,resume_26_prime,0.30619735,-0.044511616,0,all-MiniLM-L12-v2
7827,job_13,resume_27,0.13820654,resume_27_prime,0.13820654,0.0,0,all-MiniLM-L12-v2
7828,job_13,resume_28,0.27248085,resume_28_prime,0.25013012,0.022350729,0,all-MiniLM-L12-v2
7829,job_13,resume_31,0.34508032,resume_31_prime,0.23529088,0.10978943,1,all-MiniLM-L12-v2
7830,job_13,resume_32,0.11188418,resume_32_prime,0.11188418,0.0,0,all-MiniLM-L12-v2
7831,job_13,resume_34,0.3480844,resume_34_prime,0.2886747,0.059409678,1,all-MiniLM-L12-v2
7832,job_13,resume_36,0.24144748,resume_36_prime,0.10570714,0.13574034,1,all-MiniLM-L12-v2
7833,job_13,resume_37,0.07603766,resume_37_prime,0.08438555,-0.008347891,0,all-MiniLM-L12-v2
7834,job_13,resume_38,0.35418898,resume_38_prime,0.10487084,0.24931814,2,all-MiniLM-L12-v2
7835,job_13,resume_39,0.06918483,resume_39_prime,0.06710443,0.0020804033,0,all-MiniLM-L12-v2
7836,job_13,resume_41,0.20924878,resume_41_prime,0.08920479,0.12004399,1,all-MiniLM-L12-v2
7837,job_13,resume_42,0.13481812,resume_42_prime,0.13481812,0.0,0,all-MiniLM-L12-v2
7838,job_13,resume_43,0.12079602,resume_43_prime,0.12079602,0.0,0,all-MiniLM-L12-v2
7839,job_13,resume_48,0.2925039,resume_48_prime,0.24624544,0.04625845,0,all-MiniLM-L12-v2
7840,job_13,resume_49,0.40981996,resume_49_prime,0.24709629,0.16272368,2,all-MiniLM-L12-v2
7841,job_13,resume_50,0.34837702,resume_50_prime,0.26033005,0.08804697,1,all-MiniLM-L12-v2
7842,job_13,resume_51,0.12118848,resume_51_prime,0.09084646,0.03034202,0,all-MiniLM-L12-v2
7843,job_13,resume_52,0.11703455,resume_52_prime,0.08699253,0.030042015,0,all-MiniLM-L12-v2
7844,job_13,resume_54,0.2575382,resume_54_prime,0.13599971,0.12153849,1,all-MiniLM-L12-v2
7845,job_13,resume_55,0.3023411,resume_55_prime,0.09059599,0.21174511,2,all-MiniLM-L12-v2
7846,job_13,resume_56,0.3121757,resume_56_prime,0.13682935,0.17534634,2,all-MiniLM-L12-v2
7847,job_13,resume_58,0.40802968,resume_58_prime,0.27229562,0.13573405,1,all-MiniLM-L12-v2
7848,job_13,resume_61,0.25115836,resume_61_prime,0.10570714,0.14545122,1,all-MiniLM-L12-v2
7849,job_13,resume_67,0.37496385,resume_67_prime,0.10487084,0.27009302,2,all-MiniLM-L12-v2
7850,job_13,resume_71,0.26954776,resume_71_prime,0.2259893,0.043558463,0,all-MiniLM-L12-v2
7851,job_13,resume_73,0.31255323,resume_73_prime,0.09997656,0.21257666,2,all-MiniLM-L12-v2
7852,job_13,resume_75,0.20951161,resume_75_prime,0.05789772,0.15161389,2,all-MiniLM-L12-v2
7853,job_13,resume_79,0.2930849,resume_79_prime,0.22942972,0.06365517,1,all-MiniLM-L12-v2
7854,job_13,resume_80,0.28070897,resume_80_prime,0.19065928,0.090049684,1,all-MiniLM-L12-v2
7855,job_13,resume_82,0.10856582,resume_82_prime,0.10856582,0.0,0,all-MiniLM-L12-v2
7856,job_13,resume_83,0.21932423,resume_83_prime,0.05789772,0.16142651,2,all-MiniLM-L12-v2
7857,job_13,resume_86,0.21601866,resume_86_prime,0.111756876,0.104261786,1,all-MiniLM-L12-v2
7858,job_13,resume_90,0.29926968,resume_90_prime,0.2913794,0.007890284,0,all-MiniLM-L12-v2
7859,job_13,resume_91,0.2541017,resume_91_prime,0.10487084,0.14923085,1,all-MiniLM-L12-v2
7860,job_13,resume_93,0.26684546,resume_93_prime,0.106353775,0.16049169,2,all-MiniLM-L12-v2
7861,job_13,resume_97,0.3058582,resume_97_prime,0.21703354,0.08882466,1,all-MiniLM-L12-v2
7862,job_13,resume_98,0.26720914,resume_98_prime,0.100278035,0.16693111,2,all-MiniLM-L12-v2
7863,job_13,resume_101,0.195647,resume_101_prime,0.05789772,0.13774928,1,all-MiniLM-L12-v2
7864,job_13,resume_106,0.30217302,resume_106_prime,0.1915501,0.11062291,1,all-MiniLM-L12-v2
7865,job_13,resume_111,0.21272752,resume_111_prime,0.08935885,0.123368666,1,all-MiniLM-L12-v2
7866,job_13,resume_113,0.4094631,resume_113_prime,0.27229562,0.13716748,1,all-MiniLM-L12-v2
7867,job_13,resume_115,0.12733145,resume_115_prime,0.0996233,0.02770815,0,all-MiniLM-L12-v2
7868,job_13,resume_116,0.39864293,resume_116_prime,0.10049051,0.29815242,2,all-MiniLM-L12-v2
7869,job_13,resume_120,0.11860533,resume_120_prime,0.09165432,0.026951008,0,all-MiniLM-L12-v2
7870,job_13,resume_121,0.342692,resume_121_prime,0.05789772,0.28479427,2,all-MiniLM-L12-v2
7871,job_13,resume_123,0.29000193,resume_123_prime,0.100278035,0.1897239,2,all-MiniLM-L12-v2
7872,job_13,resume_124,0.38626933,resume_124_prime,0.27196312,0.11430621,1,all-MiniLM-L12-v2
7873,job_13,resume_127,0.4566999,resume_127_prime,0.404627,0.052072912,1,all-MiniLM-L12-v2
7874,job_13,resume_128,0.21334016,resume_128_prime,0.1094571,0.103883065,1,all-MiniLM-L12-v2
7875,job_13,resume_129,0.3629036,resume_129_prime,0.33182123,0.031082362,0,all-MiniLM-L12-v2
7876,job_13,resume_131,0.3064714,resume_131_prime,0.25874114,0.047730267,0,all-MiniLM-L12-v2
7877,job_13,resume_133,0.119228184,resume_133_prime,0.119228184,0.0,0,all-MiniLM-L12-v2
7878,job_13,resume_134,0.47706813,resume_134_prime,0.3003446,0.17672354,2,all-MiniLM-L12-v2
7879,job_13,resume_136,0.25068998,resume_136_prime,0.0996233,0.15106669,2,all-MiniLM-L12-v2
7880,job_13,resume_137,0.22563979,resume_137_prime,0.134143,0.091496795,1,all-MiniLM-L12-v2
7881,job_13,resume_138,0.21886384,resume_138_prime,0.20146582,0.01739803,0,all-MiniLM-L12-v2
7882,job_13,resume_140,0.31338114,resume_140_prime,0.101650015,0.21173112,2,all-MiniLM-L12-v2
7883,job_13,resume_142,0.41123298,resume_142_prime,0.23927161,0.17196137,2,all-MiniLM-L12-v2
7884,job_13,resume_147,0.15846321,resume_147_prime,0.08438555,0.07407766,1,all-MiniLM-L12-v2
7885,job_13,resume_151,0.3063202,resume_151_prime,0.21520057,0.09111962,1,all-MiniLM-L12-v2
7886,job_13,resume_153,0.119715385,resume_153_prime,0.119715385,0.0,0,all-MiniLM-L12-v2
7887,job_13,resume_154,0.09829573,resume_154_prime,0.10049051,-0.0021947771,0,all-MiniLM-L12-v2
7888,job_13,resume_162,0.32381308,resume_162_prime,0.27670085,0.047112226,0,all-MiniLM-L12-v2
7889,job_13,resume_165,0.34574482,resume_165_prime,0.47100157,-0.12525675,1,all-MiniLM-L12-v2
7890,job_13,resume_168,0.19748393,resume_168_prime,0.10306175,0.09442218,1,all-MiniLM-L12-v2
7891,job_13,resume_177,0.33216983,resume_177_prime,0.2430533,0.08911653,1,all-MiniLM-L12-v2
7892,job_13,resume_180,0.20743206,resume_180_prime,0.13034156,0.0770905,1,all-MiniLM-L12-v2
7893,job_13,resume_185,0.26083618,resume_185_prime,0.10487084,0.15596534,2,all-MiniLM-L12-v2
7894,job_13,resume_187,0.18547139,resume_187_prime,0.091926806,0.09354458,1,all-MiniLM-L12-v2
7895,job_13,resume_190,0.1597332,resume_190_prime,0.08438555,0.075347655,1,all-MiniLM-L12-v2
7896,job_13,resume_191,0.11951338,resume_191_prime,0.11951338,0.0,0,all-MiniLM-L12-v2
7897,job_13,resume_192,0.33881608,resume_192_prime,0.26826727,0.0705488,1,all-MiniLM-L12-v2
7898,job_13,resume_195,0.27570733,resume_195_prime,0.17240235,0.10330498,1,all-MiniLM-L12-v2
7899,job_13,resume_207,0.26050487,resume_207_prime,0.13559008,0.124914795,1,all-MiniLM-L12-v2
7900,job_13,resume_208,0.14153391,resume_208_prime,0.14153391,0.0,0,all-MiniLM-L12-v2
7901,job_13,resume_209,0.15005013,resume_209_prime,0.15005013,0.0,0,all-MiniLM-L12-v2
7902,job_13,resume_211,0.30133492,resume_211_prime,0.2525193,0.048815608,0,all-MiniLM-L12-v2
7903,job_13,resume_212,0.2466334,resume_212_prime,0.18211034,0.064523056,1,all-MiniLM-L12-v2
7904,job_13,resume_213,0.39018568,resume_213_prime,0.28738454,0.102801144,1,all-MiniLM-L12-v2
7905,job_13,resume_214,0.29885465,resume_214_prime,0.26620898,0.032645673,0,all-MiniLM-L12-v2
7906,job_13,resume_217,0.15845631,resume_217_prime,0.09937154,0.059084773,1,all-MiniLM-L12-v2
7907,job_13,resume_218,0.16575378,resume_218_prime,0.07316933,0.09258445,1,all-MiniLM-L12-v2
7908,job_13,resume_219,0.1255792,resume_219_prime,0.0932241,0.032355092,0,all-MiniLM-L12-v2
7909,job_13,resume_220,0.17748497,resume_220_prime,0.10337882,0.07410616,1,all-MiniLM-L12-v2
7910,job_13,resume_221,0.15762407,resume_221_prime,0.07659879,0.08102527,1,all-MiniLM-L12-v2
7911,job_13,resume_222,0.13610753,resume_222_prime,0.082288176,0.05381936,1,all-MiniLM-L12-v2
7912,job_13,resume_223,0.21734199,resume_223_prime,0.12807664,0.08926535,1,all-MiniLM-L12-v2
7913,job_13,resume_224,0.15459985,resume_224_prime,0.10108495,0.053514898,1,all-MiniLM-L12-v2
7914,job_13,resume_225,0.14959341,resume_225_prime,0.09578585,0.053807564,1,all-MiniLM-L12-v2
7915,job_13,resume_226,0.16881675,resume_226_prime,0.10452006,0.064296685,1,all-MiniLM-L12-v2
7916,job_13,resume_227,0.1373803,resume_227_prime,0.071951084,0.06542922,1,all-MiniLM-L12-v2
7917,job_13,resume_228,0.1689411,resume_228_prime,0.10333086,0.06561024,1,all-MiniLM-L12-v2
7918,job_13,resume_229,0.1854844,resume_229_prime,0.081798635,0.10368576,1,all-MiniLM-L12-v2
7919,job_13,resume_230,0.1689436,resume_230_prime,0.10984306,0.05910054,1,all-MiniLM-L12-v2
7920,job_13,resume_231,0.17638986,resume_231_prime,0.08808731,0.088302545,1,all-MiniLM-L12-v2
7921,job_13,resume_232,0.14795887,resume_232_prime,0.091725186,0.05623369,1,all-MiniLM-L12-v2
7922,job_13,resume_233,0.18121588,resume_233_prime,0.0848574,0.096358486,1,all-MiniLM-L12-v2
7923,job_13,resume_234,0.1753699,resume_234_prime,0.11117351,0.06419639,1,all-MiniLM-L12-v2
7924,job_13,resume_235,0.16969791,resume_235_prime,0.115660906,0.054037005,1,all-MiniLM-L12-v2
7925,job_13,resume_236,0.13768847,resume_236_prime,0.057325266,0.08036321,1,all-MiniLM-L12-v2
7926,job_13,resume_237,0.21338502,resume_237_prime,0.164548,0.04883702,0,all-MiniLM-L12-v2
7927,job_13,resume_238,0.16234481,resume_238_prime,0.10294631,0.059398502,1,all-MiniLM-L12-v2
7928,job_13,resume_239,0.14816093,resume_239_prime,0.0981355,0.050025433,1,all-MiniLM-L12-v2
7929,job_13,resume_240,0.17173636,resume_240_prime,0.09903191,0.07270445,1,all-MiniLM-L12-v2
7930,job_13,resume_241,0.16261746,resume_241_prime,0.099215806,0.063401654,1,all-MiniLM-L12-v2
7931,job_13,resume_242,0.16780671,resume_242_prime,0.11289191,0.054914802,1,all-MiniLM-L12-v2
7932,job_13,resume_243,0.16979906,resume_243_prime,0.09095998,0.07883908,1,all-MiniLM-L12-v2
7933,job_13,resume_244,0.1907528,resume_244_prime,0.111660674,0.07909213,1,all-MiniLM-L12-v2
7934,job_13,resume_245,0.18833435,resume_245_prime,0.09701334,0.09132101,1,all-MiniLM-L12-v2
7935,job_13,resume_246,0.16416231,resume_246_prime,0.0924325,0.07172981,1,all-MiniLM-L12-v2
7936,job_13,resume_247,0.17692664,resume_247_prime,0.11051983,0.066406816,1,all-MiniLM-L12-v2
7937,job_13,resume_248,0.117044486,resume_248_prime,0.09419076,0.022853725,0,all-MiniLM-L12-v2
7938,job_13,resume_249,0.15196283,resume_249_prime,0.07394105,0.07802178,1,all-MiniLM-L12-v2
7939,job_13,resume_250,0.14528559,resume_250_prime,0.10232171,0.042963885,0,all-MiniLM-L12-v2
7940,job_13,resume_251,0.1747436,resume_251_prime,0.10167715,0.07306644,1,all-MiniLM-L12-v2
7941,job_13,resume_252,0.19493203,resume_252_prime,0.08587895,0.109053075,1,all-MiniLM-L12-v2
7942,job_13,resume_253,0.18179241,resume_253_prime,0.09525794,0.08653447,1,all-MiniLM-L12-v2
7943,job_13,resume_254,0.1571058,resume_254_prime,0.07982968,0.077276126,1,all-MiniLM-L12-v2
7944,job_13,resume_255,0.17725673,resume_255_prime,0.0954093,0.08184744,1,all-MiniLM-L12-v2
7945,job_13,resume_256,0.18359491,resume_256_prime,0.11399953,0.06959538,1,all-MiniLM-L12-v2
7946,job_13,resume_257,0.14604726,resume_257_prime,0.09024749,0.055799775,1,all-MiniLM-L12-v2
7947,job_13,resume_258,0.17670324,resume_258_prime,0.1035921,0.07311115,1,all-MiniLM-L12-v2
7948,job_13,resume_259,0.11035113,resume_259_prime,0.07695906,0.03339207,0,all-MiniLM-L12-v2
7949,job_13,resume_260,0.15137371,resume_260_prime,0.09834987,0.053023845,1,all-MiniLM-L12-v2
7950,job_13,resume_261,0.17220838,resume_261_prime,0.1071348,0.06507359,1,all-MiniLM-L12-v2
7951,job_13,resume_262,0.17299092,resume_262_prime,0.105624914,0.067366004,1,all-MiniLM-L12-v2
7952,job_13,resume_263,0.18643722,resume_263_prime,0.09228742,0.0941498,1,all-MiniLM-L12-v2
7953,job_13,resume_264,0.17011073,resume_264_prime,0.12960961,0.040501118,0,all-MiniLM-L12-v2
7954,job_13,resume_265,0.15847075,resume_265_prime,0.10108207,0.05738868,1,all-MiniLM-L12-v2
7955,job_13,resume_266,0.14515343,resume_266_prime,0.10745575,0.03769768,0,all-MiniLM-L12-v2
7956,job_13,resume_267,0.1750367,resume_267_prime,0.10292492,0.07211178,1,all-MiniLM-L12-v2
7957,job_13,resume_268,0.18267427,resume_268_prime,0.0821718,0.100502476,1,all-MiniLM-L12-v2
7958,job_13,resume_269,0.1752556,resume_269_prime,0.08989192,0.08536368,1,all-MiniLM-L12-v2
7959,job_13,resume_270,0.19323438,resume_270_prime,0.12632883,0.06690556,1,all-MiniLM-L12-v2
7960,job_13,resume_271,0.16239682,resume_271_prime,0.08567621,0.07672061,1,all-MiniLM-L12-v2
7961,job_13,resume_272,0.16941562,resume_272_prime,0.108428925,0.060986698,1,all-MiniLM-L12-v2
7962,job_13,resume_273,0.20824519,resume_273_prime,0.12854353,0.07970166,1,all-MiniLM-L12-v2
7963,job_13,resume_274,0.15375894,resume_274_prime,0.08814446,0.065614484,1,all-MiniLM-L12-v2
7964,job_13,resume_275,0.15920019,resume_275_prime,0.099813834,0.059386358,1,all-MiniLM-L12-v2
7965,job_13,resume_276,0.19657418,resume_276_prime,0.12593128,0.0706429,1,all-MiniLM-L12-v2
7966,job_13,resume_277,0.14103192,resume_277_prime,0.07349244,0.06753948,1,all-MiniLM-L12-v2
7967,job_13,resume_278,0.15215868,resume_278_prime,0.088758916,0.06339976,1,all-MiniLM-L12-v2
7968,job_13,resume_279,0.20393427,resume_279_prime,0.1069133,0.09702097,1,all-MiniLM-L12-v2
7969,job_13,resume_280,0.12600008,resume_280_prime,0.09599148,0.0300086,0,all-MiniLM-L12-v2
7970,job_13,resume_281,0.12890835,resume_281_prime,0.10584909,0.023059264,0,all-MiniLM-L12-v2
7971,job_13,resume_282,0.14081874,resume_282_prime,0.07828747,0.06253128,1,all-MiniLM-L12-v2
7972,job_13,resume_283,0.1623671,resume_283_prime,0.092639014,0.06972809,1,all-MiniLM-L12-v2
7973,job_13,resume_284,0.12406777,resume_284_prime,0.07489572,0.04917205,0,all-MiniLM-L12-v2
7974,job_13,resume_285,0.19894958,resume_285_prime,0.09614027,0.1028093,1,all-MiniLM-L12-v2
7975,job_13,resume_286,0.16471758,resume_286_prime,0.093482524,0.07123506,1,all-MiniLM-L12-v2
7976,job_13,resume_287,0.18865833,resume_287_prime,0.11863844,0.070019886,1,all-MiniLM-L12-v2
7977,job_13,resume_288,0.19368485,resume_288_prime,0.10471918,0.08896567,1,all-MiniLM-L12-v2
7978,job_13,resume_289,0.15282635,resume_289_prime,0.08622833,0.06659802,1,all-MiniLM-L12-v2
7979,job_13,resume_290,0.18349464,resume_290_prime,0.097239375,0.08625527,1,all-MiniLM-L12-v2
7980,job_13,resume_291,0.17477825,resume_291_prime,0.087459646,0.08731861,1,all-MiniLM-L12-v2
7981,job_13,resume_292,0.14607188,resume_292_prime,0.08693196,0.059139922,1,all-MiniLM-L12-v2
7982,job_13,resume_293,0.15820172,resume_293_prime,0.082892925,0.0753088,1,all-MiniLM-L12-v2
7983,job_13,resume_294,0.19104466,resume_294_prime,0.10064892,0.09039574,1,all-MiniLM-L12-v2
7984,job_13,resume_295,0.1961021,resume_295_prime,0.10201155,0.09409055,1,all-MiniLM-L12-v2
7985,job_13,resume_296,0.18428023,resume_296_prime,0.115925364,0.06835487,1,all-MiniLM-L12-v2
7986,job_13,resume_297,0.16058838,resume_297_prime,0.1094499,0.051138483,1,all-MiniLM-L12-v2
7987,job_13,resume_298,0.16342305,resume_298_prime,0.099208996,0.06421405,1,all-MiniLM-L12-v2
7988,job_13,resume_299,0.1831758,resume_299_prime,0.11637199,0.06680381,1,all-MiniLM-L12-v2
7989,job_13,resume_0,0.28479102,resume_0_prime,0.13441598,0.15037504,2,paraphrase-MiniLM-L6-v2
7990,job_13,resume_1,0.3226583,resume_1_prime,0.263749,0.058909297,1,paraphrase-MiniLM-L6-v2
7991,job_13,resume_2,0.32972115,resume_2_prime,0.21477148,0.11494967,1,paraphrase-MiniLM-L6-v2
7992,job_13,resume_4,0.13346522,resume_4_prime,0.13346522,0.0,0,paraphrase-MiniLM-L6-v2
7993,job_13,resume_5,0.15065832,resume_5_prime,0.15065832,0.0,0,paraphrase-MiniLM-L6-v2
7994,job_13,resume_6,0.07705727,resume_6_prime,0.07705727,0.0,0,paraphrase-MiniLM-L6-v2
7995,job_13,resume_7,0.39561915,resume_7_prime,0.32901663,0.06660253,1,paraphrase-MiniLM-L6-v2
7996,job_13,resume_8,0.14603099,resume_8_prime,0.14603099,0.0,0,paraphrase-MiniLM-L6-v2
7997,job_13,resume_9,0.17301856,resume_9_prime,0.17301856,0.0,0,paraphrase-MiniLM-L6-v2
7998,job_13,resume_10,0.25414526,resume_10_prime,0.15804021,0.096105054,1,paraphrase-MiniLM-L6-v2
7999,job_13,resume_11,0.07685351,resume_11_prime,0.07685351,0.0,0,paraphrase-MiniLM-L6-v2
8000,job_13,resume_12,0.27065757,resume_12_prime,0.26713663,0.0035209358,0,paraphrase-MiniLM-L6-v2
8001,job_13,resume_13,0.17701702,resume_13_prime,0.14264554,0.03437148,0,paraphrase-MiniLM-L6-v2
8002,job_13,resume_14,0.29708624,resume_14_prime,0.25186354,0.0452227,0,paraphrase-MiniLM-L6-v2
8003,job_13,resume_16,0.22490603,resume_16_prime,0.15545797,0.069448054,1,paraphrase-MiniLM-L6-v2
8004,job_13,resume_17,0.24529459,resume_17_prime,0.12900619,0.116288394,1,paraphrase-MiniLM-L6-v2
8005,job_13,resume_18,0.1440255,resume_18_prime,0.1440255,0.0,0,paraphrase-MiniLM-L6-v2
8006,job_13,resume_19,0.29571393,resume_19_prime,0.1778819,0.117832035,1,paraphrase-MiniLM-L6-v2
8007,job_13,resume_21,0.42884055,resume_21_prime,0.12874347,0.30009708,2,paraphrase-MiniLM-L6-v2
8008,job_13,resume_23,0.25716394,resume_23_prime,0.18391354,0.0732504,1,paraphrase-MiniLM-L6-v2
8009,job_13,resume_24,0.09180364,resume_24_prime,0.09180364,0.0,0,paraphrase-MiniLM-L6-v2
8010,job_13,resume_25,0.33414587,resume_25_prime,0.31581056,0.018335313,0,paraphrase-MiniLM-L6-v2
8011,job_13,resume_26,0.43466926,resume_26_prime,0.41941547,0.015253782,0,paraphrase-MiniLM-L6-v2
8012,job_13,resume_27,0.16496632,resume_27_prime,0.16496632,0.0,0,paraphrase-MiniLM-L6-v2
8013,job_13,resume_28,0.25857696,resume_28_prime,0.29397848,-0.035401523,0,paraphrase-MiniLM-L6-v2
8014,job_13,resume_31,0.33542797,resume_31_prime,0.32205972,0.013368249,0,paraphrase-MiniLM-L6-v2
8015,job_13,resume_32,0.05987943,resume_32_prime,0.05987943,0.0,0,paraphrase-MiniLM-L6-v2
8016,job_13,resume_34,0.2424813,resume_34_prime,0.2891363,-0.046654984,0,paraphrase-MiniLM-L6-v2
8017,job_13,resume_36,0.30614096,resume_36_prime,0.14450471,0.16163625,2,paraphrase-MiniLM-L6-v2
8018,job_13,resume_37,0.14342245,resume_37_prime,0.14491525,-0.0014927983,0,paraphrase-MiniLM-L6-v2
8019,job_13,resume_38,0.32308698,resume_38_prime,0.15804021,0.16504677,2,paraphrase-MiniLM-L6-v2
8020,job_13,resume_39,0.10846288,resume_39_prime,0.10916993,-0.00070705265,0,paraphrase-MiniLM-L6-v2
8021,job_13,resume_41,0.17754078,resume_41_prime,0.12179895,0.05574183,1,paraphrase-MiniLM-L6-v2
8022,job_13,resume_42,0.103623,resume_42_prime,0.103623,0.0,0,paraphrase-MiniLM-L6-v2
8023,job_13,resume_43,0.102244675,resume_43_prime,0.102244675,0.0,0,paraphrase-MiniLM-L6-v2
8024,job_13,resume_48,0.3120595,resume_48_prime,0.25056922,0.061490268,1,paraphrase-MiniLM-L6-v2
8025,job_13,resume_49,0.34714746,resume_49_prime,0.22727983,0.11986764,1,paraphrase-MiniLM-L6-v2
8026,job_13,resume_50,0.37320226,resume_50_prime,0.33918005,0.034022212,0,paraphrase-MiniLM-L6-v2
8027,job_13,resume_51,0.15824154,resume_51_prime,0.11429782,0.043943718,0,paraphrase-MiniLM-L6-v2
8028,job_13,resume_52,0.15637192,resume_52_prime,0.11938752,0.0369844,0,paraphrase-MiniLM-L6-v2
8029,job_13,resume_54,0.2722599,resume_54_prime,0.1575402,0.11471969,1,paraphrase-MiniLM-L6-v2
8030,job_13,resume_55,0.18755701,resume_55_prime,0.10784048,0.07971653,1,paraphrase-MiniLM-L6-v2
8031,job_13,resume_56,0.3188932,resume_56_prime,0.15065832,0.16823487,2,paraphrase-MiniLM-L6-v2
8032,job_13,resume_58,0.3378871,resume_58_prime,0.23611361,0.1017735,1,paraphrase-MiniLM-L6-v2
8033,job_13,resume_61,0.2763694,resume_61_prime,0.14450471,0.13186468,1,paraphrase-MiniLM-L6-v2
8034,job_13,resume_67,0.4304254,resume_67_prime,0.15804021,0.27238518,2,paraphrase-MiniLM-L6-v2
8035,job_13,resume_71,0.2875068,resume_71_prime,0.2463275,0.041179284,0,paraphrase-MiniLM-L6-v2
8036,job_13,resume_73,0.2985084,resume_73_prime,0.1650701,0.1334383,1,paraphrase-MiniLM-L6-v2
