,job_posting,resume,similarity_score,model_name
5649,job_9,resume_219,0.12814352,all-MiniLM-L12-v2
5650,job_9,resume_280,0.12010497,all-MiniLM-L12-v2
5651,job_9,resume_277,0.1168469,all-MiniLM-L12-v2
5652,job_9,resume_259,0.113909036,all-MiniLM-L12-v2
5653,job_9,resume_37,0.113293916,all-MiniLM-L12-v2
5654,job_9,resume_248,0.104770795,all-MiniLM-L12-v2
5655,job_9,resume_121,0.5207286,paraphrase-MiniLM-L6-v2
5656,job_9,resume_25,0.49122274,paraphrase-MiniLM-L6-v2
5657,job_9,resume_116,0.4859558,paraphrase-MiniLM-L6-v2
5658,job_9,resume_21,0.4702794,paraphrase-MiniLM-L6-v2
5659,job_9,resume_71,0.45963523,paraphrase-MiniLM-L6-v2
5660,job_9,resume_165,0.45224366,paraphrase-MiniLM-L6-v2
5661,job_9,resume_67,0.44838917,paraphrase-MiniLM-L6-v2
5662,job_9,resume_26,0.44792345,paraphrase-MiniLM-L6-v2
5663,job_9,resume_138,0.44374827,paraphrase-MiniLM-L6-v2
5664,job_9,resume_224,0.44069535,paraphrase-MiniLM-L6-v2
5665,job_9,resume_253,0.43830368,paraphrase-MiniLM-L6-v2
5666,job_9,resume_281,0.43825185,paraphrase-MiniLM-L6-v2
5667,job_9,resume_49,0.43389615,paraphrase-MiniLM-L6-v2
5668,job_9,resume_240,0.43044162,paraphrase-MiniLM-L6-v2
5669,job_9,resume_219,0.43030745,paraphrase-MiniLM-L6-v2
5670,job_9,resume_12,0.42565727,paraphrase-MiniLM-L6-v2
5671,job_9,resume_73,0.42555043,paraphrase-MiniLM-L6-v2
5672,job_9,resume_140,0.42480284,paraphrase-MiniLM-L6-v2
5673,job_9,resume_124,0.4245293,paraphrase-MiniLM-L6-v2
5674,job_9,resume_270,0.4241432,paraphrase-MiniLM-L6-v2
5675,job_9,resume_295,0.42366624,paraphrase-MiniLM-L6-v2
5676,job_9,resume_217,0.42308205,paraphrase-MiniLM-L6-v2
5677,job_9,resume_7,0.420044,paraphrase-MiniLM-L6-v2
5678,job_9,resume_48,0.41894543,paraphrase-MiniLM-L6-v2
5679,job_9,resume_235,0.4189217,paraphrase-MiniLM-L6-v2
5680,job_9,resume_113,0.41868323,paraphrase-MiniLM-L6-v2
5681,job_9,resume_244,0.4185542,paraphrase-MiniLM-L6-v2
5682,job_9,resume_266,0.41684607,paraphrase-MiniLM-L6-v2
5683,job_9,resume_93,0.4163407,paraphrase-MiniLM-L6-v2
5684,job_9,resume_2,0.416269,paraphrase-MiniLM-L6-v2
5685,job_9,resume_282,0.41550058,paraphrase-MiniLM-L6-v2
5686,job_9,resume_195,0.41526872,paraphrase-MiniLM-L6-v2
5687,job_9,resume_250,0.41499138,paraphrase-MiniLM-L6-v2
5688,job_9,resume_58,0.4146464,paraphrase-MiniLM-L6-v2
5689,job_9,resume_228,0.4143905,paraphrase-MiniLM-L6-v2
5690,job_9,resume_50,0.41388983,paraphrase-MiniLM-L6-v2
5691,job_9,resume_249,0.41385698,paraphrase-MiniLM-L6-v2
5692,job_9,resume_260,0.41338015,paraphrase-MiniLM-L6-v2
5693,job_9,resume_134,0.4113952,paraphrase-MiniLM-L6-v2
5694,job_9,resume_274,0.41137722,paraphrase-MiniLM-L6-v2
5695,job_9,resume_263,0.40947878,paraphrase-MiniLM-L6-v2
5696,job_9,resume_221,0.408927,paraphrase-MiniLM-L6-v2
5697,job_9,resume_258,0.40845,paraphrase-MiniLM-L6-v2
5698,job_9,resume_284,0.408154,paraphrase-MiniLM-L6-v2
5699,job_9,resume_220,0.406515,paraphrase-MiniLM-L6-v2
5700,job_9,resume_252,0.40600258,paraphrase-MiniLM-L6-v2
5701,job_9,resume_151,0.40523785,paraphrase-MiniLM-L6-v2
5702,job_9,resume_234,0.40490365,paraphrase-MiniLM-L6-v2
5703,job_9,resume_275,0.40419832,paraphrase-MiniLM-L6-v2
5704,job_9,resume_239,0.4040962,paraphrase-MiniLM-L6-v2
5705,job_9,resume_223,0.40343398,paraphrase-MiniLM-L6-v2
5706,job_9,resume_227,0.40283823,paraphrase-MiniLM-L6-v2
5707,job_9,resume_243,0.4020844,paraphrase-MiniLM-L6-v2
5708,job_9,resume_288,0.40111953,paraphrase-MiniLM-L6-v2
5709,job_9,resume_273,0.40103298,paraphrase-MiniLM-L6-v2
5710,job_9,resume_237,0.4001787,paraphrase-MiniLM-L6-v2
5711,job_9,resume_247,0.40012503,paraphrase-MiniLM-L6-v2
5712,job_9,resume_222,0.4000153,paraphrase-MiniLM-L6-v2
5713,job_9,resume_131,0.39920908,paraphrase-MiniLM-L6-v2
5714,job_9,resume_245,0.39846772,paraphrase-MiniLM-L6-v2
5715,job_9,resume_280,0.39843237,paraphrase-MiniLM-L6-v2
5716,job_9,resume_257,0.3980742,paraphrase-MiniLM-L6-v2
5717,job_9,resume_278,0.39579132,paraphrase-MiniLM-L6-v2
5718,job_9,resume_299,0.39566028,paraphrase-MiniLM-L6-v2
5719,job_9,resume_296,0.39446926,paraphrase-MiniLM-L6-v2
5720,job_9,resume_298,0.39416358,paraphrase-MiniLM-L6-v2
5721,job_9,resume_236,0.3923432,paraphrase-MiniLM-L6-v2
5722,job_9,resume_232,0.39170274,paraphrase-MiniLM-L6-v2
5723,job_9,resume_286,0.3906294,paraphrase-MiniLM-L6-v2
5724,job_9,resume_283,0.39047283,paraphrase-MiniLM-L6-v2
5725,job_9,resume_241,0.3903051,paraphrase-MiniLM-L6-v2
5726,job_9,resume_277,0.39020926,paraphrase-MiniLM-L6-v2
5727,job_9,resume_246,0.39012045,paraphrase-MiniLM-L6-v2
5728,job_9,resume_1,0.38949478,paraphrase-MiniLM-L6-v2
5729,job_9,resume_264,0.3894115,paraphrase-MiniLM-L6-v2
5730,job_9,resume_268,0.38906294,paraphrase-MiniLM-L6-v2
5731,job_9,resume_276,0.38812461,paraphrase-MiniLM-L6-v2
5732,job_9,resume_272,0.38656002,paraphrase-MiniLM-L6-v2
5733,job_9,resume_279,0.3856297,paraphrase-MiniLM-L6-v2
5734,job_9,resume_269,0.38553178,paraphrase-MiniLM-L6-v2
5735,job_9,resume_294,0.38467428,paraphrase-MiniLM-L6-v2
5736,job_9,resume_36,0.38453263,paraphrase-MiniLM-L6-v2
5737,job_9,resume_267,0.38448668,paraphrase-MiniLM-L6-v2
5738,job_9,resume_259,0.38435292,paraphrase-MiniLM-L6-v2
5739,job_9,resume_265,0.38385195,paraphrase-MiniLM-L6-v2
5740,job_9,resume_261,0.38364148,paraphrase-MiniLM-L6-v2
5741,job_9,resume_262,0.38090572,paraphrase-MiniLM-L6-v2
5742,job_9,resume_225,0.38083526,paraphrase-MiniLM-L6-v2
5743,job_9,resume_271,0.38081548,paraphrase-MiniLM-L6-v2
5744,job_9,resume_256,0.3801469,paraphrase-MiniLM-L6-v2
5745,job_9,resume_226,0.38004845,paraphrase-MiniLM-L6-v2
5746,job_9,resume_291,0.37927234,paraphrase-MiniLM-L6-v2
5747,job_9,resume_98,0.3790224,paraphrase-MiniLM-L6-v2
5748,job_9,resume_289,0.37886304,paraphrase-MiniLM-L6-v2
5749,job_9,resume_230,0.37874898,paraphrase-MiniLM-L6-v2
5750,job_9,resume_251,0.37843198,paraphrase-MiniLM-L6-v2
5751,job_9,resume_231,0.37809697,paraphrase-MiniLM-L6-v2
5752,job_9,resume_285,0.3770324,paraphrase-MiniLM-L6-v2
5753,job_9,resume_233,0.37650588,paraphrase-MiniLM-L6-v2
5754,job_9,resume_287,0.37629583,paraphrase-MiniLM-L6-v2
5755,job_9,resume_297,0.37491995,paraphrase-MiniLM-L6-v2
5756,job_9,resume_255,0.37415504,paraphrase-MiniLM-L6-v2
5757,job_9,resume_90,0.37370196,paraphrase-MiniLM-L6-v2
5758,job_9,resume_218,0.3733313,paraphrase-MiniLM-L6-v2
5759,job_9,resume_290,0.3731236,paraphrase-MiniLM-L6-v2
5760,job_9,resume_254,0.37251627,paraphrase-MiniLM-L6-v2
5761,job_9,resume_242,0.37236285,paraphrase-MiniLM-L6-v2
5762,job_9,resume_211,0.37213653,paraphrase-MiniLM-L6-v2
5763,job_9,resume_229,0.37165272,paraphrase-MiniLM-L6-v2
5764,job_9,resume_19,0.37049633,paraphrase-MiniLM-L6-v2
5765,job_9,resume_162,0.3704058,paraphrase-MiniLM-L6-v2
5766,job_9,resume_56,0.36938077,paraphrase-MiniLM-L6-v2
5767,job_9,resume_106,0.36865222,paraphrase-MiniLM-L6-v2
5768,job_9,resume_61,0.3684623,paraphrase-MiniLM-L6-v2
5769,job_9,resume_123,0.36750066,paraphrase-MiniLM-L6-v2
5770,job_9,resume_136,0.3667323,paraphrase-MiniLM-L6-v2
5771,job_9,resume_38,0.36646146,paraphrase-MiniLM-L6-v2
5772,job_9,resume_293,0.3662778,paraphrase-MiniLM-L6-v2
5773,job_9,resume_91,0.36599797,paraphrase-MiniLM-L6-v2
5774,job_9,resume_111,0.36581504,paraphrase-MiniLM-L6-v2
5775,job_9,resume_192,0.36561322,paraphrase-MiniLM-L6-v2
5776,job_9,resume_248,0.36542076,paraphrase-MiniLM-L6-v2
5777,job_9,resume_31,0.36218482,paraphrase-MiniLM-L6-v2
5778,job_9,resume_292,0.36157328,paraphrase-MiniLM-L6-v2
5779,job_9,resume_180,0.3610918,paraphrase-MiniLM-L6-v2
5780,job_9,resume_147,0.3608603,paraphrase-MiniLM-L6-v2
5781,job_9,resume_238,0.36038423,paraphrase-MiniLM-L6-v2
5782,job_9,resume_214,0.35942903,paraphrase-MiniLM-L6-v2
5783,job_9,resume_128,0.3588097,paraphrase-MiniLM-L6-v2
5784,job_9,resume_142,0.3575556,paraphrase-MiniLM-L6-v2
5785,job_9,resume_28,0.35432217,paraphrase-MiniLM-L6-v2
5786,job_9,resume_17,0.3529856,paraphrase-MiniLM-L6-v2
5787,job_9,resume_80,0.35142013,paraphrase-MiniLM-L6-v2
5788,job_9,resume_54,0.34993154,paraphrase-MiniLM-L6-v2
5789,job_9,resume_97,0.34827614,paraphrase-MiniLM-L6-v2
5790,job_9,resume_75,0.3472194,paraphrase-MiniLM-L6-v2
5791,job_9,resume_207,0.34536302,paraphrase-MiniLM-L6-v2
5792,job_9,resume_83,0.3432932,paraphrase-MiniLM-L6-v2
5793,job_9,resume_0,0.33765122,paraphrase-MiniLM-L6-v2
5794,job_9,resume_79,0.33739942,paraphrase-MiniLM-L6-v2
5795,job_9,resume_129,0.33725268,paraphrase-MiniLM-L6-v2
5796,job_9,resume_168,0.33396247,paraphrase-MiniLM-L6-v2
5797,job_9,resume_212,0.33236867,paraphrase-MiniLM-L6-v2
5798,job_9,resume_41,0.33195356,paraphrase-MiniLM-L6-v2
5799,job_9,resume_185,0.3311437,paraphrase-MiniLM-L6-v2
5800,job_9,resume_16,0.3297376,paraphrase-MiniLM-L6-v2
5801,job_9,resume_14,0.32966912,paraphrase-MiniLM-L6-v2
5802,job_9,resume_23,0.3272984,paraphrase-MiniLM-L6-v2
5803,job_9,resume_190,0.32593518,paraphrase-MiniLM-L6-v2
5804,job_9,resume_115,0.32468882,paraphrase-MiniLM-L6-v2
5805,job_9,resume_177,0.3186577,paraphrase-MiniLM-L6-v2
5806,job_9,resume_137,0.31742966,paraphrase-MiniLM-L6-v2
5807,job_9,resume_10,0.31687436,paraphrase-MiniLM-L6-v2
5808,job_9,resume_51,0.3138006,paraphrase-MiniLM-L6-v2
5809,job_9,resume_187,0.3090139,paraphrase-MiniLM-L6-v2
5810,job_9,resume_55,0.30889827,paraphrase-MiniLM-L6-v2
5811,job_9,resume_34,0.30492675,paraphrase-MiniLM-L6-v2
5812,job_9,resume_86,0.29636037,paraphrase-MiniLM-L6-v2
5813,job_9,resume_13,0.29428154,paraphrase-MiniLM-L6-v2
5814,job_9,resume_101,0.29283527,paraphrase-MiniLM-L6-v2
5815,job_9,resume_52,0.29012054,paraphrase-MiniLM-L6-v2
5816,job_9,resume_120,0.28675583,paraphrase-MiniLM-L6-v2
5817,job_9,resume_213,0.28503993,paraphrase-MiniLM-L6-v2
5818,job_9,resume_27,0.28241813,paraphrase-MiniLM-L6-v2
5819,job_9,resume_154,0.2797758,paraphrase-MiniLM-L6-v2
5820,job_9,resume_209,0.26784083,paraphrase-MiniLM-L6-v2
5821,job_9,resume_127,0.26679927,paraphrase-MiniLM-L6-v2
5822,job_9,resume_9,0.26215482,paraphrase-MiniLM-L6-v2
5823,job_9,resume_8,0.2617301,paraphrase-MiniLM-L6-v2
5824,job_9,resume_39,0.25921434,paraphrase-MiniLM-L6-v2
5825,job_9,resume_18,0.25584674,paraphrase-MiniLM-L6-v2
5826,job_9,resume_191,0.25454578,paraphrase-MiniLM-L6-v2
5827,job_9,resume_42,0.24738,paraphrase-MiniLM-L6-v2
5828,job_9,resume_5,0.24677466,paraphrase-MiniLM-L6-v2
5829,job_9,resume_82,0.24151012,paraphrase-MiniLM-L6-v2
5830,job_9,resume_4,0.23548779,paraphrase-MiniLM-L6-v2
5831,job_9,resume_37,0.23508237,paraphrase-MiniLM-L6-v2
5832,job_9,resume_208,0.23204815,paraphrase-MiniLM-L6-v2
5833,job_9,resume_24,0.22684282,paraphrase-MiniLM-L6-v2
5834,job_9,resume_133,0.22497813,paraphrase-MiniLM-L6-v2
5835,job_9,resume_43,0.21894398,paraphrase-MiniLM-L6-v2
5836,job_9,resume_153,0.21820754,paraphrase-MiniLM-L6-v2
5837,job_9,resume_11,0.20918325,paraphrase-MiniLM-L6-v2
5838,job_9,resume_6,0.20097226,paraphrase-MiniLM-L6-v2
5839,job_9,resume_32,0.19433515,paraphrase-MiniLM-L6-v2
5840,job_10,resume_59,0.3462302,all-MiniLM-L6-v2
5841,job_10,resume_19,0.34098637,all-MiniLM-L6-v2
5842,job_10,resume_12,0.32754266,all-MiniLM-L6-v2
5843,job_10,resume_127,0.31388932,all-MiniLM-L6-v2
5844,job_10,resume_213,0.31237152,all-MiniLM-L6-v2
5845,job_10,resume_110,0.27685973,all-MiniLM-L6-v2
5846,job_10,resume_136,0.26941097,all-MiniLM-L6-v2
5847,job_10,resume_90,0.2687781,all-MiniLM-L6-v2
5848,job_10,resume_230,0.26774505,all-MiniLM-L6-v2
5849,job_10,resume_253,0.2662663,all-MiniLM-L6-v2
5850,job_10,resume_25,0.26613355,all-MiniLM-L6-v2
5851,job_10,resume_293,0.2645284,all-MiniLM-L6-v2
5852,job_10,resume_271,0.2644388,all-MiniLM-L6-v2
5853,job_10,resume_299,0.26405722,all-MiniLM-L6-v2
5854,job_10,resume_276,0.26324403,all-MiniLM-L6-v2
5855,job_10,resume_220,0.26217937,all-MiniLM-L6-v2
5856,job_10,resume_18,0.26198208,all-MiniLM-L6-v2
5857,job_10,resume_245,0.26140332,all-MiniLM-L6-v2
5858,job_10,resume_243,0.26093912,all-MiniLM-L6-v2
5859,job_10,resume_32,0.2605615,all-MiniLM-L6-v2
5860,job_10,resume_265,0.26008075,all-MiniLM-L6-v2
5861,job_10,resume_203,0.26001203,all-MiniLM-L6-v2
5862,job_10,resume_108,0.25894153,all-MiniLM-L6-v2
5863,job_10,resume_223,0.25877067,all-MiniLM-L6-v2
5864,job_10,resume_258,0.2580559,all-MiniLM-L6-v2
5865,job_10,resume_192,0.25780952,all-MiniLM-L6-v2
5866,job_10,resume_285,0.25772703,all-MiniLM-L6-v2
5867,job_10,resume_288,0.25758097,all-MiniLM-L6-v2
5868,job_10,resume_241,0.25732228,all-MiniLM-L6-v2
5869,job_10,resume_48,0.2570868,all-MiniLM-L6-v2
5870,job_10,resume_287,0.25664753,all-MiniLM-L6-v2
5871,job_10,resume_298,0.2560696,all-MiniLM-L6-v2
5872,job_10,resume_120,0.25569677,all-MiniLM-L6-v2
5873,job_10,resume_296,0.25515527,all-MiniLM-L6-v2
5874,job_10,resume_263,0.254908,all-MiniLM-L6-v2
5875,job_10,resume_269,0.25490785,all-MiniLM-L6-v2
5876,job_10,resume_256,0.254808,all-MiniLM-L6-v2
5877,job_10,resume_162,0.254223,all-MiniLM-L6-v2
5878,job_10,resume_289,0.25343207,all-MiniLM-L6-v2
5879,job_10,resume_242,0.2534009,all-MiniLM-L6-v2
5880,job_10,resume_235,0.2530629,all-MiniLM-L6-v2
5881,job_10,resume_71,0.253012,all-MiniLM-L6-v2
5882,job_10,resume_234,0.25281155,all-MiniLM-L6-v2
5883,job_10,resume_278,0.2527692,all-MiniLM-L6-v2
5884,job_10,resume_261,0.25214887,all-MiniLM-L6-v2
5885,job_10,resume_286,0.25179976,all-MiniLM-L6-v2
5886,job_10,resume_267,0.2509905,all-MiniLM-L6-v2
5887,job_10,resume_283,0.25095403,all-MiniLM-L6-v2
5888,job_10,resume_151,0.25091666,all-MiniLM-L6-v2
5889,job_10,resume_237,0.2508781,all-MiniLM-L6-v2
5890,job_10,resume_218,0.25056815,all-MiniLM-L6-v2
5891,job_10,resume_244,0.25046164,all-MiniLM-L6-v2
5892,job_10,resume_227,0.25042823,all-MiniLM-L6-v2
5893,job_10,resume_255,0.25018492,all-MiniLM-L6-v2
5894,job_10,resume_115,0.24985589,all-MiniLM-L6-v2
5895,job_10,resume_266,0.24952045,all-MiniLM-L6-v2
5896,job_10,resume_240,0.2492002,all-MiniLM-L6-v2
5897,job_10,resume_226,0.24900857,all-MiniLM-L6-v2
5898,job_10,resume_246,0.24872243,all-MiniLM-L6-v2
5899,job_10,resume_277,0.2486235,all-MiniLM-L6-v2
5900,job_10,resume_80,0.24831828,all-MiniLM-L6-v2
5901,job_10,resume_279,0.24764487,all-MiniLM-L6-v2
5902,job_10,resume_295,0.24682713,all-MiniLM-L6-v2
5903,job_10,resume_272,0.24664776,all-MiniLM-L6-v2
5904,job_10,resume_228,0.24652085,all-MiniLM-L6-v2
5905,job_10,resume_91,0.245937,all-MiniLM-L6-v2
5906,job_10,resume_247,0.24587095,all-MiniLM-L6-v2
5907,job_10,resume_51,0.24510874,all-MiniLM-L6-v2
5908,job_10,resume_222,0.24505064,all-MiniLM-L6-v2
5909,job_10,resume_262,0.24492642,all-MiniLM-L6-v2
5910,job_10,resume_275,0.24480307,all-MiniLM-L6-v2
5911,job_10,resume_254,0.24465804,all-MiniLM-L6-v2
5912,job_10,resume_217,0.24408236,all-MiniLM-L6-v2
5913,job_10,resume_231,0.24366552,all-MiniLM-L6-v2
5914,job_10,resume_249,0.2435715,all-MiniLM-L6-v2
5915,job_10,resume_229,0.24353775,all-MiniLM-L6-v2
5916,job_10,resume_292,0.24336953,all-MiniLM-L6-v2
5917,job_10,resume_280,0.24324372,all-MiniLM-L6-v2
5918,job_10,resume_274,0.2432082,all-MiniLM-L6-v2
5919,job_10,resume_273,0.2430178,all-MiniLM-L6-v2
5920,job_10,resume_268,0.24289948,all-MiniLM-L6-v2
5921,job_10,resume_238,0.24238531,all-MiniLM-L6-v2
5922,job_10,resume_252,0.24207498,all-MiniLM-L6-v2
5923,job_10,resume_239,0.2414507,all-MiniLM-L6-v2
5924,job_10,resume_1,0.24135594,all-MiniLM-L6-v2
5925,job_10,resume_281,0.2412465,all-MiniLM-L6-v2
5926,job_10,resume_232,0.24120274,all-MiniLM-L6-v2
5927,job_10,resume_233,0.24015881,all-MiniLM-L6-v2
5928,job_10,resume_250,0.23978312,all-MiniLM-L6-v2
5929,job_10,resume_224,0.23678273,all-MiniLM-L6-v2
5930,job_10,resume_282,0.23634468,all-MiniLM-L6-v2
5931,job_10,resume_257,0.23598263,all-MiniLM-L6-v2
5932,job_10,resume_297,0.2358067,all-MiniLM-L6-v2
5933,job_10,resume_291,0.23563147,all-MiniLM-L6-v2
5934,job_10,resume_219,0.23537937,all-MiniLM-L6-v2
5935,job_10,resume_165,0.23529163,all-MiniLM-L6-v2
5936,job_10,resume_290,0.23503406,all-MiniLM-L6-v2
5937,job_10,resume_260,0.23475444,all-MiniLM-L6-v2
5938,job_10,resume_284,0.23439069,all-MiniLM-L6-v2
5939,job_10,resume_294,0.23397355,all-MiniLM-L6-v2
5940,job_10,resume_154,0.23388943,all-MiniLM-L6-v2
5941,job_10,resume_28,0.23344418,all-MiniLM-L6-v2
5942,job_10,resume_259,0.23316492,all-MiniLM-L6-v2
5943,job_10,resume_10,0.23273544,all-MiniLM-L6-v2
5944,job_10,resume_93,0.23253407,all-MiniLM-L6-v2
5945,job_10,resume_225,0.23235351,all-MiniLM-L6-v2
5946,job_10,resume_236,0.23224159,all-MiniLM-L6-v2
5947,job_10,resume_248,0.23160249,all-MiniLM-L6-v2
5948,job_10,resume_111,0.2313692,all-MiniLM-L6-v2
5949,job_10,resume_193,0.23087765,all-MiniLM-L6-v2
5950,job_10,resume_270,0.2305896,all-MiniLM-L6-v2
5951,job_10,resume_221,0.22999103,all-MiniLM-L6-v2
5952,job_10,resume_207,0.22929662,all-MiniLM-L6-v2
5953,job_10,resume_54,0.22816363,all-MiniLM-L6-v2
5954,job_10,resume_20,0.22804716,all-MiniLM-L6-v2
5955,job_10,resume_16,0.22713442,all-MiniLM-L6-v2
5956,job_10,resume_13,0.22581705,all-MiniLM-L6-v2
5957,job_10,resume_195,0.22518119,all-MiniLM-L6-v2
5958,job_10,resume_128,0.22455391,all-MiniLM-L6-v2
5959,job_10,resume_56,0.2240484,all-MiniLM-L6-v2
5960,job_10,resume_264,0.22400114,all-MiniLM-L6-v2
5961,job_10,resume_7,0.22396499,all-MiniLM-L6-v2
5962,job_10,resume_187,0.22343254,all-MiniLM-L6-v2
5963,job_10,resume_181,0.22272258,all-MiniLM-L6-v2
5964,job_10,resume_116,0.2224667,all-MiniLM-L6-v2
5965,job_10,resume_251,0.222143,all-MiniLM-L6-v2
5966,job_10,resume_113,0.21893919,all-MiniLM-L6-v2
5967,job_10,resume_164,0.2187436,all-MiniLM-L6-v2
5968,job_10,resume_6,0.21860555,all-MiniLM-L6-v2
5969,job_10,resume_58,0.21854286,all-MiniLM-L6-v2
5970,job_10,resume_49,0.21821606,all-MiniLM-L6-v2
5971,job_10,resume_11,0.21699269,all-MiniLM-L6-v2
5972,job_10,resume_124,0.21696,all-MiniLM-L6-v2
5973,job_10,resume_47,0.21652016,all-MiniLM-L6-v2
5974,job_10,resume_135,0.2147385,all-MiniLM-L6-v2
5975,job_10,resume_34,0.21419156,all-MiniLM-L6-v2
5976,job_10,resume_0,0.21372113,all-MiniLM-L6-v2
5977,job_10,resume_202,0.21353355,all-MiniLM-L6-v2
5978,job_10,resume_5,0.21345882,all-MiniLM-L6-v2
5979,job_10,resume_134,0.21298999,all-MiniLM-L6-v2
5980,job_10,resume_152,0.2127871,all-MiniLM-L6-v2
5981,job_10,resume_8,0.21240072,all-MiniLM-L6-v2
5982,job_10,resume_98,0.21072088,all-MiniLM-L6-v2
5983,job_10,resume_168,0.20935157,all-MiniLM-L6-v2
5984,job_10,resume_216,0.20858686,all-MiniLM-L6-v2
5985,job_10,resume_209,0.20854971,all-MiniLM-L6-v2
5986,job_10,resume_17,0.20726524,all-MiniLM-L6-v2
5987,job_10,resume_40,0.20671329,all-MiniLM-L6-v2
5988,job_10,resume_191,0.20660552,all-MiniLM-L6-v2
5989,job_10,resume_36,0.20588435,all-MiniLM-L6-v2
5990,job_10,resume_131,0.20585304,all-MiniLM-L6-v2
5991,job_10,resume_73,0.20564854,all-MiniLM-L6-v2
5992,job_10,resume_2,0.20388976,all-MiniLM-L6-v2
5993,job_10,resume_61,0.20217651,all-MiniLM-L6-v2
5994,job_10,resume_137,0.20163915,all-MiniLM-L6-v2
5995,job_10,resume_211,0.20084517,all-MiniLM-L6-v2
5996,job_10,resume_106,0.20025943,all-MiniLM-L6-v2
5997,job_10,resume_69,0.19974262,all-MiniLM-L6-v2
5998,job_10,resume_126,0.19972214,all-MiniLM-L6-v2
5999,job_10,resume_142,0.19918248,all-MiniLM-L6-v2
6000,job_10,resume_24,0.19917345,all-MiniLM-L6-v2
6001,job_10,resume_39,0.19864155,all-MiniLM-L6-v2
6002,job_10,resume_102,0.19840553,all-MiniLM-L6-v2
6003,job_10,resume_52,0.19829544,all-MiniLM-L6-v2
6004,job_10,resume_42,0.19816962,all-MiniLM-L6-v2
6005,job_10,resume_185,0.19806612,all-MiniLM-L6-v2
6006,job_10,resume_214,0.19729263,all-MiniLM-L6-v2
6007,job_10,resume_41,0.19703922,all-MiniLM-L6-v2
6008,job_10,resume_161,0.19694516,all-MiniLM-L6-v2
6009,job_10,resume_212,0.19670475,all-MiniLM-L6-v2
6010,job_10,resume_155,0.195812,all-MiniLM-L6-v2
6011,job_10,resume_119,0.19572079,all-MiniLM-L6-v2
6012,job_10,resume_82,0.19489598,all-MiniLM-L6-v2
6013,job_10,resume_68,0.19444206,all-MiniLM-L6-v2
6014,job_10,resume_199,0.19343883,all-MiniLM-L6-v2
6015,job_10,resume_67,0.19299847,all-MiniLM-L6-v2
6016,job_10,resume_21,0.1929052,all-MiniLM-L6-v2
6017,job_10,resume_88,0.19243446,all-MiniLM-L6-v2
6018,job_10,resume_109,0.19128731,all-MiniLM-L6-v2
6019,job_10,resume_50,0.19112417,all-MiniLM-L6-v2
6020,job_10,resume_27,0.19070223,all-MiniLM-L6-v2
6021,job_10,resume_43,0.19065034,all-MiniLM-L6-v2
6022,job_10,resume_140,0.18929306,all-MiniLM-L6-v2
6023,job_10,resume_4,0.18813977,all-MiniLM-L6-v2
6024,job_10,resume_123,0.18627831,all-MiniLM-L6-v2
6025,job_10,resume_97,0.18598077,all-MiniLM-L6-v2
6026,job_10,resume_180,0.1855636,all-MiniLM-L6-v2
6027,job_10,resume_14,0.18418266,all-MiniLM-L6-v2
6028,job_10,resume_83,0.18408614,all-MiniLM-L6-v2
6029,job_10,resume_38,0.18399191,all-MiniLM-L6-v2
6030,job_10,resume_182,0.18346258,all-MiniLM-L6-v2
6031,job_10,resume_9,0.18277657,all-MiniLM-L6-v2
6032,job_10,resume_79,0.18189347,all-MiniLM-L6-v2
6033,job_10,resume_89,0.18122998,all-MiniLM-L6-v2
6034,job_10,resume_177,0.18026803,all-MiniLM-L6-v2
6035,job_10,resume_129,0.17947745,all-MiniLM-L6-v2
6036,job_10,resume_70,0.17907372,all-MiniLM-L6-v2
6037,job_10,resume_86,0.17883417,all-MiniLM-L6-v2
6038,job_10,resume_101,0.17576665,all-MiniLM-L6-v2
6039,job_10,resume_133,0.17433463,all-MiniLM-L6-v2
6040,job_10,resume_208,0.17380036,all-MiniLM-L6-v2
6041,job_10,resume_23,0.17346473,all-MiniLM-L6-v2
6042,job_10,resume_201,0.17267513,all-MiniLM-L6-v2
6043,job_10,resume_184,0.17013304,all-MiniLM-L6-v2
6044,job_10,resume_31,0.16487795,all-MiniLM-L6-v2
6045,job_10,resume_75,0.16285011,all-MiniLM-L6-v2
6046,job_10,resume_55,0.16170305,all-MiniLM-L6-v2
6047,job_10,resume_37,0.16067135,all-MiniLM-L6-v2
6048,job_10,resume_147,0.15569921,all-MiniLM-L6-v2
6049,job_10,resume_190,0.14650965,all-MiniLM-L6-v2
6050,job_10,resume_153,0.14157353,all-MiniLM-L6-v2
6051,job_10,resume_26,0.14009614,all-MiniLM-L6-v2
6052,job_10,resume_138,0.13844861,all-MiniLM-L6-v2
6053,job_10,resume_121,0.12341889,all-MiniLM-L6-v2
6054,job_10,resume_134,0.35657227,all-MiniLM-L12-v2
6055,job_10,resume_38,0.3533344,all-MiniLM-L12-v2
6056,job_10,resume_34,0.33780214,all-MiniLM-L12-v2
6057,job_10,resume_116,0.32590252,all-MiniLM-L12-v2
6058,job_10,resume_25,0.32549214,all-MiniLM-L12-v2
6059,job_10,resume_50,0.32089257,all-MiniLM-L12-v2
6060,job_10,resume_21,0.31936395,all-MiniLM-L12-v2
6061,job_10,resume_90,0.31917357,all-MiniLM-L12-v2
6062,job_10,resume_142,0.31662658,all-MiniLM-L12-v2
